readID	Sample	stitle	readCheck	lanc_genome
CR626927.1-9904270/1	synthetic_stool_low_S65	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
CR626927.1-9579152/1	synthetic_stool_low_S65	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
CR626927.1-1084970/2	synthetic_stool_low_S65	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
CR626927.1-337634/2	synthetic_stool_low_S65	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
CP001834.1-3456730/1	synthetic_stool_low_S65	Chain A, Nisin cyclase	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-423062/1	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. XY006]	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-408786/2	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. 46]	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-406040/1	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. XY006]	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-400050/1	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. XY006]	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-183992/1	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. XY006]	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-146586/1	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. XY006]	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-132364/1	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. A244]	TP	lantibiotic_genome
gi|640933032|gb|JJOH01000019.1|-125252/1	synthetic_stool_low_S65	lantipeptide synthetase [Streptomyces sp. 46]	TP	lantibiotic_genome
HE613569.1-135094/1	synthetic_stool_high_S59	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
HE613569.1-76966/1	synthetic_stool_high_S59	lantibiotic modifying enzyme, partial [Streptococcus suis]	TP	lantibiotic_genome
AE001437.1-2674968/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium aurantibutyricum]	TP	other
AE001437.1-2304916/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
AE001437.1-2253616/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002925.1-644048/1	synthetic_stool_high_S59	lantibiotic modifying enzyme [Streptococcus pneumoniae]	TP	other
CP003132.1-822974/2	synthetic_stool_high_S59	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
CP003132.1-803490/1	synthetic_stool_high_S59	type 2 lantibiotic biosynthesis protein LanM, lanM [Lactococcus lactis subsp. cremoris]	TP	other
CP002660.1-5854392/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-5667988/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-4701672/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-4236720/1	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-4097322/1	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-2823650/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
CP002660.1-2547918/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
FR824043.1-2706672/1	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2688048/1	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2657038/1	synthetic_stool_high_S59	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-2627378/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2610252/1	synthetic_stool_high_S59	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-2565216/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2514856/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2377008/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2258724/1	synthetic_stool_high_S59	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-2187876/1	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2088420/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-1971720/1	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-1306936/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-1144216/1	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-1107746/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-1090356/2	synthetic_stool_high_S59	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-504012/2	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-209196/1	synthetic_stool_high_S59	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
JOFH01000009.1-6974/1	synthetic_stool_high_S59	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000009.1-5778/2	synthetic_stool_high_S59	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-1920/2	synthetic_stool_high_S59	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-1792/2	synthetic_stool_high_S59	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-1774/2	synthetic_stool_high_S59	putative lanthionine synthetase C-like protein [Streptomyces hygroscopicus subsp. jinggangensis 5008]	TP	other
JOFH01000009.1-320/2	synthetic_stool_high_S59	lanthionine synthetase [Micromonospora sp. CNZ309]	TP	other
JOFH01000039.1-2642/1	synthetic_stool_high_S59	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-1990/1	synthetic_stool_high_S59	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-1362/2	synthetic_stool_high_S59	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-1090/2	synthetic_stool_high_S59	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-600/1	synthetic_stool_high_S59	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-544/2	synthetic_stool_high_S59	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
JOFH01000039.1-150/2	synthetic_stool_high_S59	lanthionine synthetase C family protein [Streptomyces olivaceus]	TP	other
FR824043.1-2524096/2	synthetic_stool_high_S18	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-2335276/2	synthetic_stool_high_S18	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-2223574/1	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-2063342/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-1930880/1	synthetic_stool_high_S18	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-1783332/2	synthetic_stool_high_S18	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-1758834/2	synthetic_stool_high_S18	putative Lantibiotic modifying enzyme Lacticin 481/lactococcin biosynthesis protein lcnDR2 [Lactococcus piscium]	TP	other
FR824043.1-1309246/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-1181866/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-879158/1	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-851970/1	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-759402/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-516704/1	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-371508/1	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-244516/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-241490/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR824043.1-94784/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Streptococcus mutans]	TP	other
FR687360.1-463164/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-415918/1	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-395286/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-368732/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-162206/1	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
FR687360.1-106564/2	synthetic_stool_high_S18	type 2 lantipeptide synthetase LanM [Paraburkholderia rhizoxinica]	TP	other
AE001437.1-60958/1	synthetic_stool_low_S30	lanthionine synthetase C-like protein [Clostridium felsineum DSM 794]	TP	other
HE613569.1-4704/1	synthetic_stool_low_S30	type 2 lantipeptide synthetase LanM, partial [Bacillus cereus]	TP	lantibiotic_genome
AP006841.1-189476/2	synthetic_stool_low_S30	lanthionine synthetase C-like family protein, partial [Bacteroides fragilis str. 3783N1-2]	TP	other
CP004121.1-1298538/2	synthetic_stool_low_S30	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
CP004121.1-1103166/2	synthetic_stool_low_S30	lanthionine synthetase C-like protein [Clostridium saccharoperbutylacetonicum]	TP	other
gi|754859657|ref|NZ_CP009285.1|-24462/2	synthetic_stool_low_S30	Lantibiotic modifying enzyme [uncultured Blautia sp.]	TP	other
AP009049.1-6388556/1	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
AP009049.1-4737112/1	synthetic_stool_low_S64	Lanthionine synthetase C family protein,Nisin biosynthesis protein nisC,Lantibiotic modifying enzyme,type 2 lantibiotic biosynthesis protein LanM,Lanthionine synthetase C-like protein (plasmid) [[Clostridium] sordellii]	TP	other
AP009049.1-4454956/2	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
AP009049.1-4434934/2	synthetic_stool_low_S64	lanthionine synthetase [Streptomyces chattanoogensis]	TP	other
AP009049.1-3765670/1	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
AP009049.1-3089224/1	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
AP009049.1-2363530/2	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
AP009049.1-1680402/1	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
AP009049.1-1333968/2	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus cereus]	TP	other
AP009049.1-767404/1	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus sp. ok061]	TP	other
AP009049.1-559980/1	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Nocardia brasiliensis ATCC 700358]	TP	other
AP009049.1-403260/2	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
AP009049.1-193094/1	synthetic_stool_low_S64	lantibiotic biosynthesis protein [Bacillus thuringiensis]	TP	other
JOFH01000009.1-1007498/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-1002396/1	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-1000594/1	synthetic_stool_low_S64	lanthionine synthetase [Salinispora arenicola]	TP	other
JOFH01000009.1-991214/2	synthetic_stool_low_S64	lanthionine synthetase [Streptomyces prunicolor]	TP	other
JOFH01000009.1-985110/2	synthetic_stool_low_S64	lanthionine synthetase [Micromonospora sp. CNZ309]	TP	other
JOFH01000009.1-971628/1	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-968592/1	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-963796/2	synthetic_stool_low_S64	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000009.1-963554/1	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-957322/1	synthetic_stool_low_S64	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-937070/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-929210/2	synthetic_stool_low_S64	lanthionine synthetase [Salinispora arenicola]	TP	other
JOFH01000009.1-913030/1	synthetic_stool_low_S64	lanthionine synthetase C family protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-900838/2	synthetic_stool_low_S64	lanthionine synthetase [Frankia sp. BMG5.23]	TP	other
JOFH01000009.1-899202/2	synthetic_stool_low_S64	lanthionine synthetase [Micromonospora sp. CNZ309]	TP	other
JOFH01000009.1-875674/1	synthetic_stool_low_S64	lanthionine synthetase [Frankia sp. BMG5.23]	TP	other
JOFH01000009.1-868646/2	synthetic_stool_low_S64	lanthionine synthetase C family protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-848284/1	synthetic_stool_low_S64	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000009.1-846062/1	synthetic_stool_low_S64	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000009.1-842130/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-834694/2	synthetic_stool_low_S64	lanthionine synthetase [Nocardiopsis sp. NRRL B-16309]	TP	other
JOFH01000009.1-830284/2	synthetic_stool_low_S64	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-816176/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-754122/1	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-683080/2	synthetic_stool_low_S64	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-677454/1	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-675912/2	synthetic_stool_low_S64	lanthionine synthetase [Streptomyces sp. PRh5]	TP	other
JOFH01000009.1-643752/1	synthetic_stool_low_S64	lanthionine synthetase [Micromonospora sp. CNZ309]	TP	other
JOFH01000009.1-605556/2	synthetic_stool_low_S64	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000009.1-604498/2	synthetic_stool_low_S64	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-588220/1	synthetic_stool_low_S64	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-567602/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-551474/1	synthetic_stool_low_S64	lanthionine synthetase [Salinispora tropica]	TP	other
JOFH01000009.1-469132/1	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-452206/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-450236/2	synthetic_stool_low_S64	lanthionine synthetase-like protein [Streptomyces sp. PsTaAH-137]	TP	other
JOFH01000009.1-441116/1	synthetic_stool_low_S64	lanthionine synthetase [Micromonospora sp. CNZ309]	TP	other
JOFH01000009.1-398898/2	synthetic_stool_low_S64	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000009.1-355002/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-231822/2	synthetic_stool_low_S64	lanthionine synthetase C-like protein [Streptomyces ipomoeae]	TP	other
JOFH01000009.1-83696/2	synthetic_stool_low_S64	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000009.1-49474/1	synthetic_stool_low_S64	lanthionine synthetase [Micromonospora sp. CNZ309]	TP	other
JOFH01000009.1-2124/2	synthetic_stool_low_S64	lanthionine synthetase C family protein [Frankia sp. BMG5.36]	TP	other
JOFH01000021.1-619998/2	synthetic_stool_low_S64	type 2 lantipeptide synthetase LanM [Streptomyces olivaceus]	TP	lantibiotic_genome
JOFH01000021.1-573772/2	synthetic_stool_low_S64	type 2 lantipeptide synthetase LanM [Streptomyces olivaceus]	TP	lantibiotic_genome
JOFH01000021.1-555444/2	synthetic_stool_low_S64	type 2 lantipeptide synthetase LanM [Streptomyces olivaceus]	TP	lantibiotic_genome
